Date,Session default channel group,Sessions,Total users,Ecommerce purchases,Purchase revenue
2025-03-27,Referral,439,389,1,64.67
2025-02-19,Referral,438,392,7,2754.44
2025-05-07,Paid Social,438,428,0,0.0
2025-02-19,Affiliates,435,415,4,2604.82
2025-11-11,Paid Shopping,435,421,2,118.0
2025-01-08,Organic Shopping,434,351,3,2333.003848
2025-02-06,Email,434,369,9,3055.98
2025-02-18,Referral,434,393,4,5834.37
2025-06-15,Affiliates,434,419,1,322.61
2025-01-23,Affiliates,433,421,0,0.0
2025-02-07,Affiliates,433,413,1,645.25
2025-11-09,Affiliates,431,425,0,0.0
2025-02-20,Affiliates,429,410,1,392.0
2025-05-20,Paid Social,429,406,1,748.98
2025-02-11,Referral,428,375,8,7682.69
2025-01-13,Affiliates,426,399,2,610.75
2025-03-02,Affiliates,426,404,3,726.73
2025-10-01,Referral,426,390,4,2099.0499999999997
2025-02-02,Referral,425,393,8,7298.68
2025-03-21,SMS,425,325,15,8761.03
2025-04-17,Affiliates,425,402,1,73.14
2025-05-16,Cross-network,424,361,5,3683.02
2025-02-09,Referral,422,383,3,1690.67
2025-04-25,Affiliates,422,396,2,727.53
2025-06-18,Affiliates,421,396,3,922.95
2025-02-04,Paid Social,419,402,0,0.0
2025-03-07,Referral,419,384,0,0.0
2025-03-29,Paid Social,419,408,0,0.0
2025-01-26,Paid Shopping,418,394,1,51.36
2025-03-05,Email,417,355,9,2281.67
2025-11-17,SMS,417,340,21,14159.826092000003
2025-06-21,Affiliates,416,391,2,1533.94
2025-03-12,Referral,415,372,3,1554.32
2025-08-12,SMS,415,353,9,3009.37
2025-11-04,Referral,414,382,5,2035.143894
2025-02-23,Referral,413,377,1,552.63
2025-09-20,SMS,413,340,3,2496.4
2025-04-03,Email,412,326,3,2077.32
2025-08-24,Affiliates,412,396,5,1532.95
2025-10-31,SMS,411,357,5,3715.7
2025-04-27,SMS,410,320,18,8119.879999999999
2025-02-13,Referral,409,364,5,2867.4300000000003
2025-04-18,Affiliates,409,393,4,1285.49
2025-09-01,Referral,408,373,9,4387.975652
2025-06-03,SMS,407,316,10,3933.1000000000004
2025-11-02,Referral,406,368,3,3355.95
2025-01-27,Organic Shopping,405,393,9,3993.73
2025-02-02,Paid Social,404,379,0,0.0
2025-02-12,Referral,404,368,6,2793.59
2025-05-09,Affiliates,404,388,2,136.43
2025-05-10,Affiliates,404,384,1,1166.8
2025-02-05,Paid Social,403,382,0,0.0
2025-06-10,Affiliates,401,374,4,2034.6999999999998
2025-08-27,Paid Other,401,319,0,0.0
2025-03-25,Paid Social,400,387,0,0.0
2025-03-03,Referral,399,358,4,1537.18
2025-01-09,Affiliates,394,367,1,825.0
2025-03-11,Affiliates,393,385,0,0.0
2025-02-01,Referral,392,364,3,3356.2
2025-07-21,Affiliates,392,373,2,626.85
2025-08-28,Referral,392,339,3,2196.4
2025-02-20,Referral,391,351,8,5275.4800000000005
2025-06-06,Email,390,361,0,0.0
2025-10-27,Referral,390,360,0,0.0
2025-11-14,Paid Shopping,390,365,6,2787.85
2025-01-22,Organic Shopping,389,352,10,5498.09
2025-06-20,SMS,389,310,7,2220.06
2025-10-28,Referral,389,347,1,910.6
2025-04-20,Email,388,324,2,1064.68
2025-03-28,Email,387,339,6,1576.25
2025-04-25,Email,387,340,6,4192.74
2025-05-08,Affiliates,387,370,0,0.0
2025-02-01,Paid Social,384,350,1,526.99
2025-11-16,Organic Shopping,383,370,8,7040.7
2025-02-16,Paid Shopping,382,371,4,3356.34
2025-03-13,Referral,382,337,2,818.95
2025-03-26,Paid Social,381,364,0,0.0
2025-04-02,Email,381,330,4,1195.34
2025-10-02,Organic Shopping,381,367,3,1010.25
2025-03-15,Affiliates,379,372,2,521.53
2025-01-04,Email,378,342,0,0.0
2025-02-24,Email,378,327,16,8598.57
2025-03-23,SMS,378,293,25,18196.05
2025-08-20,Organic Shopping,378,359,23,20677.5
2025-02-04,Affiliates,377,358,1,321.12
2025-05-15,Paid Social,376,366,0,0.0
2025-06-27,SMS,375,291,20,8411.970000000001
2025-03-27,Paid Social,374,357,0,0.0
2025-11-09,Paid Shopping,374,361,2,984.0
2025-03-18,Referral,373,339,5,3673.7
2025-09-26,SMS,373,318,3,2469.0
2025-03-04,SMS,372,308,4,5064.62
2025-05-17,Cross-network,371,304,8,5785.790000000001
2025-06-03,Organic Shopping,371,342,15,4425.6
2025-06-25,Affiliates,371,355,3,1721.0100000000002
2025-07-13,Affiliates,371,353,4,1567.26
2025-08-30,Affiliates,370,361,6,884.9000000000001
2025-01-27,Paid Shopping,369,349,4,5424.62
2025-03-04,Referral,369,331,7,5830.38
2025-03-14,Affiliates,369,350,1,609.0
2025-02-22,Referral,368,340,7,7325.36
2025-03-28,Paid Social,368,353,0,0.0
2025-05-29,Affiliates,367,350,2,704.2
2025-04-01,Referral,366,330,2,704.37
2025-09-03,Affiliates,366,362,0,0.0
2025-07-16,SMS,365,299,3,542.76
2025-05-04,SMS,364,277,19,7613.020000000001
2025-03-10,Referral,361,312,2,858.79
2025-05-12,Paid Social,361,345,0,0.0
2025-09-17,Referral,361,327,5,2432.94236
2025-03-30,Referral,359,341,2,436.48
2025-02-21,Referral,356,319,5,3456.85
2025-03-20,Paid Social,356,345,0,0.0
2025-03-15,Referral,355,337,3,2383.96
2025-10-02,SMS,355,304,15,6949.549999999999
2025-10-23,Referral,355,322,3,1627.35
2025-07-25,Affiliates,353,338,1,381.72
2025-02-26,Email,350,303,7,3995.5
2025-02-17,Affiliates,347,336,2,649.66
2025-10-29,Referral,346,301,7,4841.450000000001
2025-06-03,Affiliates,345,325,5,1514.1799999999998
2025-01-14,SMS,344,245,1,1319.0
2025-03-06,Referral,344,306,8,7938.379999999999
2025-03-18,Affiliates,343,332,1,321.98
2025-02-14,Paid Shopping,342,330,2,218.12
2025-08-06,SMS,342,255,14,2993.06
2025-09-02,Paid Shopping,342,319,9,6006.15
2025-10-15,Referral,340,299,5,1155.255645
2025-09-02,Referral,339,311,4,2497.8
2025-03-19,Referral,336,294,2,2151.22
2025-08-31,Affiliates,336,331,2,1117.218959
2025-03-14,Referral,334,306,4,2443.82
2025-11-02,Affiliates,334,332,0,0.0
2025-11-02,SMS,334,291,4,1785.0
2025-02-02,Paid Shopping,333,320,2,3128.03
2025-03-09,Referral,333,310,7,5291.34
2025-09-04,Referral,333,292,4,2450.0
2025-02-26,Referral,332,288,0,0.0
2025-03-11,SMS,332,258,4,1055.44
2025-03-23,Referral,332,302,10,5047.47
2025-05-13,Affiliates,332,321,2,786.56
2025-07-25,SMS,329,275,9,1442.65
2025-05-14,Affiliates,328,312,2,999.85
2025-02-10,Paid Shopping,327,320,0,0.0
2025-03-02,Referral,327,298,3,1884.85
2025-03-09,Affiliates,327,311,3,873.1800000000001
2025-10-29,SMS,327,282,5,3913.2
2025-11-18,SMS,327,283,10,8443.25
2025-02-27,Referral,326,286,3,1620.6999999999998
2025-04-27,Affiliates,325,302,6,2584.55
2025-07-22,Affiliates,325,306,4,1386.32
2025-09-08,Affiliates,324,320,3,99.44999999999999
2025-10-22,Referral,324,294,5,3221.45
2025-01-28,Paid Shopping,323,307,2,925.91
2025-01-09,SMS,322,226,2,1234.5
2025-03-11,Referral,322,286,5,2826.13
2025-04-18,Email,322,293,8,4947.08
2025-02-25,Paid Shopping,321,305,8,2733.62
2025-02-25,Referral,320,279,2,1053.9
2025-05-03,SMS,320,258,12,3686.2400000000002
2025-03-17,Referral,319,282,5,1213.17
2025-03-18,Paid Social,319,310,0,0.0
2025-03-19,Paid Social,319,305,0,0.0
2025-10-01,Affiliates,319,317,0,0.0
2025-03-25,Referral,318,291,7,5030.69
2025-03-29,Referral,318,291,2,1464.04
2025-04-28,SMS,318,247,12,9324.730000000001
2025-03-22,Referral,317,269,5,846.4100000000001
2025-09-09,Referral,317,300,5,3565.029261
2025-02-04,Paid Shopping,315,294,2,149.66
2025-03-01,Affiliates,314,298,1,479.94
2025-02-19,Paid Shopping,313,306,2,137.78
2025-10-24,Referral,313,297,1,560.559658
2025-10-17,Affiliates,312,308,1,279.2
2025-03-05,Referral,311,285,3,1767.62
2025-03-20,Referral,311,271,4,3504.42
2025-09-15,Referral,311,287,1,441.684423
2025-08-29,Referral,309,281,2,1132.2
2025-09-30,Organic Shopping,309,289,6,3166.8
2025-01-25,Paid Shopping,308,292,2,218.71
2025-07-24,Affiliates,307,286,0,0.0
2025-06-04,Affiliates,306,289,7,2801.8499999999995
2025-10-21,Referral,306,274,2,1212.338669
2025-10-30,Referral,306,275,3,1878.15
2025-03-16,Referral,305,280,2,2175.38
2025-08-19,SMS,305,235,14,14280.530945000002
2025-04-15,Referral,304,273,1,736.78
2025-04-26,Affiliates,304,289,1,402.64
2025-11-15,Organic Shopping,304,291,4,1749.8
2025-02-17,Paid Shopping,303,291,3,2550.6000000000004
2025-06-07,Affiliates,303,295,3,1397.04
2025-10-16,Referral,303,275,2,961.4000000000001
2025-05-05,Email,302,239,8,3475.3199999999997
2025-10-05,Affiliates,302,297,1,35.1
2025-03-24,Referral,301,272,1,830.98
2025-09-22,Referral,301,275,2,634.987666
2025-10-14,Referral,301,272,4,2093.3999999999996
2025-03-08,Email,300,256,11,6795.51
2025-03-28,Referral,300,279,2,3415.01
2025-09-08,Referral,299,270,1,788.0
2025-11-01,Referral,299,271,0,0.0
2025-03-20,Email,298,250,2,1428.92
2025-08-30,Referral,297,260,11,7448.049999999999
2025-04-16,Referral,296,270,3,1752.52
2025-03-08,Referral,294,274,3,2398.63
2025-08-30,Email,294,281,0,0.0
2025-09-10,Referral,294,261,0,0.0
2025-05-13,Referral,293,264,3,1324.9900000000002
2025-04-17,Referral,292,270,3,2082.72
2025-10-07,Referral,292,262,2,808.2
2025-03-21,Referral,291,262,3,1960.79
2025-07-20,Affiliates,291,281,1,359.5
2025-03-08,Affiliates,290,278,2,738.75
2025-07-19,Organic Shopping,290,280,4,380.57
2025-02-17,SMS,288,228,5,3622.6899999999996
2025-09-18,Referral,287,260,3,2382.8774249999997
2025-02-01,Paid Shopping,286,269,2,68.12
2025-02-11,Paid Shopping,286,273,1,791.52
2025-04-12,SMS,286,240,2,966.55
2025-01-29,Paid Shopping,285,273,0,0.0
2025-03-28,Affiliates,285,271,2,348.29999999999995
2025-08-31,Referral,285,265,5,3317.2
2025-10-03,Affiliates,285,275,3,1446.05
2025-10-26,Referral,283,271,3,1441.039138
2025-02-03,Paid Shopping,282,270,2,2413.41
2025-04-29,Referral,282,236,6,3405.8399999999997
2025-09-05,Referral,282,246,3,2589.409211
2025-09-12,SMS,282,230,0,0.0
2025-02-28,Referral,281,246,2,850.64
2025-03-26,Referral,280,249,5,3289.84
2025-05-25,Referral,280,249,1,76.83
2025-05-26,Referral,280,249,8,5040.820000000001
2025-02-07,SMS,279,229,1,267.99
2025-07-03,Affiliates,278,263,1,767.16
2025-10-03,Referral,278,255,2,386.75
2025-10-13,Referral,278,242,4,2420.083367
2025-03-31,SMS,277,217,2,1409.1
2025-04-24,Email,277,234,2,405.04
2025-05-21,Organic Shopping,277,251,23,8960.4
2025-11-03,Affiliates,277,269,0,0.0
2025-04-13,Referral,276,259,1,193.8
2025-09-28,Affiliates,276,269,2,1618.8
2025-09-16,Referral,275,246,6,4901.9
2025-01-29,Affiliates,274,254,1,1347.52
2025-03-07,Email,274,240,3,917.97
2025-09-19,SMS,274,226,1,349.0
2025-10-08,Referral,274,237,5,1063.2
2025-10-20,Referral,272,253,3,1355.4499999999998
2025-03-08,SMS,271,218,5,2574.35
2025-04-02,Referral,271,216,3,1788.7
2025-09-07,Referral,271,251,2,1647.590268
2025-09-12,Referral,271,238,3,1334.696794
2025-09-14,Affiliates,271,267,0,0.0
2025-10-16,Organic Shopping,271,263,0,0.0
2025-04-22,Email,270,223,5,2722.85
2025-08-31,Paid Shopping,270,253,5,2186.35
2025-09-03,Referral,270,247,2,1395.2
2025-09-23,Referral,270,234,0,0.0
2025-03-10,Email,269,223,5,5347.539999999999
2025-03-27,SMS,269,219,4,3940.1199999999994
2025-06-06,SMS,269,228,11,5055.18
2025-11-17,Organic Shopping,269,247,6,6021.739841
2025-03-06,Affiliates,268,251,0,0.0
2025-11-09,SMS,266,243,3,1099.5
2025-06-11,Affiliates,265,247,1,404.55
2025-06-26,Affiliates,265,250,2,767.62
2025-10-18,Affiliates,265,261,3,1189.85
2025-03-01,Referral,264,243,5,4135.82
2025-11-14,Organic Shopping,264,253,7,5954.845936999999
2025-10-17,Referral,263,244,5,5606.647338
2025-04-14,Referral,262,242,3,2068.06
2025-10-02,Referral,261,239,2,650.85
2025-11-06,SMS,261,223,4,2393.85
2025-03-25,Paid Shopping,260,225,1,741.51
2025-04-03,SMS,260,217,4,2937.56
2025-07-04,Affiliates,260,237,1,643.16
2025-10-14,SMS,260,208,2,101.05
2025-03-14,SMS,259,203,4,3239.48
2025-03-16,Affiliates,259,245,4,2340.8199999999997
2025-06-02,Organic Shopping,259,236,21,9251.579999999998
2025-04-25,Referral,258,236,1,508.33
2025-05-11,Affiliates,258,245,4,1554.69
2025-09-18,Affiliates,258,254,1,62.1
2025-01-25,Email,257,221,7,3795.8
2025-08-28,Paid Shopping,257,243,6,4054.0
2025-09-11,Referral,257,224,2,1316.1
2025-05-18,Organic Shopping,256,252,7,2969.79
2025-05-20,Referral,256,208,3,1939.1800000000003
2025-09-24,SMS,256,208,3,1256.45
2025-05-28,SMS,255,195,14,6260.950000000001
2025-03-21,Paid Shopping,254,224,2,1784.33
2025-09-01,Organic Shopping,254,239,7,7511.5
2025-11-19,Organic Shopping,253,242,4,2040.95
2025-05-05,Referral,252,226,9,5501.099999999999
2025-08-26,Organic Shopping,252,233,10,2127.56
2025-11-18,Organic Shopping,252,233,8,3489.8282320000003
2025-03-22,Paid Shopping,251,212,8,4051.65
2025-08-21,Organic Shopping,251,229,19,16454.603069
2025-09-21,Referral,251,232,3,2303.8
2025-10-09,Referral,251,215,3,546.3
2025-03-26,Paid Shopping,250,218,1,1789.0
2025-08-20,Paid Shopping,250,224,4,3944.04
2025-01-31,Paid Shopping,248,237,1,62.64
2025-02-24,Organic Shopping,248,230,11,7019.089999999999
2025-02-28,Organic Shopping,248,233,7,6564.679999999999
2025-04-12,Referral,248,230,2,1358.1
2025-07-29,Affiliates,248,236,1,380.65
2025-08-10,Paid Shopping,248,199,2,1347.02
2025-10-31,Referral,246,221,3,2043.9499999999998
2025-05-07,Referral,244,199,7,4779.15
2025-08-16,SMS,244,195,10,2611.54
2025-09-14,Referral,244,218,0,0.0
2025-04-17,Email,243,213,6,2093.21
2025-05-27,Referral,243,213,3,2517.7
2025-08-30,Paid Shopping,242,231,6,2211.0
2025-03-10,Affiliates,240,230,0,0.0
2025-08-29,Organic Shopping,240,216,4,2207.65
2025-10-05,Referral,240,220,1,719.0
2025-03-06,SMS,239,194,6,4499.59
2025-10-04,Referral,239,214,2,2726.0
2025-03-18,Paid Shopping,238,212,0,0.0
2025-08-27,Referral,238,206,0,0.0
2025-09-06,Referral,238,222,2,1522.66632
2025-05-01,Referral,237,204,8,6092.579999999999
2025-10-06,Referral,237,204,0,0.0
2025-01-21,SMS,236,182,3,1439.1200000000001
2025-08-22,SMS,236,186,5,6349.280000000001
2025-04-09,Referral,235,208,5,3139.1099999999997
2025-05-12,Affiliates,235,217,2,965.51
2025-06-16,Affiliates,235,223,1,1237.97
2025-10-12,Referral,235,202,0,0.0
2025-10-19,Referral,235,216,1,296.65
2025-03-04,Email,234,212,2,2320.98
2025-03-23,Paid Shopping,234,191,5,1805.7799999999997
2025-04-08,Referral,234,205,2,928.36
2025-04-24,Referral,234,201,1,591.48
2025-10-26,Organic Shopping,234,226,1,959.2
2025-03-19,Paid Shopping,233,217,2,1828.7599999999998
2025-09-24,Referral,233,208,2,853.3
2025-01-30,Affiliates,232,215,4,2270.5699999999997
2025-02-14,SMS,232,193,4,1327.29
2025-05-06,Referral,232,206,3,1600.45
2025-02-05,SMS,231,192,2,456.94
2025-05-20,Organic Shopping,231,226,15,6571.919999999999
2025-08-13,Affiliates,231,228,2,786.92
2025-10-24,Affiliates,231,228,0,0.0
2025-01-24,Paid Shopping,230,223,3,2480.31
2025-08-26,Referral,230,207,2,1078.0
2025-09-03,Paid Shopping,230,215,6,3813.6
2025-09-23,Affiliates,230,226,0,0.0
2025-03-31,Affiliates,229,211,3,1231.45
2025-04-03,Referral,229,195,1,1036.33
2025-04-10,Referral,229,203,0,0.0
2025-10-04,Affiliates,229,221,1,279.2
2025-10-25,Referral,229,209,1,359.2
2025-02-15,Email,228,201,2,1140.64
2025-02-20,SMS,228,182,3,989.54
2025-05-23,Organic Shopping,228,200,17,8543.699999999999
2025-11-11,SMS,228,208,3,3733.8
2025-01-23,SMS,227,185,5,2087.63
2025-03-18,SMS,227,178,2,916.97
2025-09-19,Referral,227,216,0,0.0
2025-03-23,Organic Shopping,226,217,20,12847.65
2025-01-30,Paid Shopping,225,212,1,2260.4
2025-02-05,Affiliates,225,215,1,94.65
2025-05-25,Organic Shopping,225,219,37,20425.999999999996
2025-06-22,Affiliates,225,207,1,75.04
2025-10-29,Affiliates,225,221,3,2475.269224
2025-05-11,SMS,223,180,11,11654.2
2025-05-15,Affiliates,223,215,1,405.31
2025-10-22,SMS,223,196,1,709.2
2025-11-14,Paid Social,223,208,0,0.0
2025-01-19,Email,222,187,3,1963.0700000000002
2025-04-26,Referral,221,202,2,3573.07
2025-04-28,Referral,221,192,1,1401.84
2025-06-04,Paid Social,221,211,0,0.0
2025-06-04,Referral,221,188,4,3058.99
2025-10-08,SMS,221,197,3,1093.75
2025-02-05,Email,220,181,6,2729.13
2025-04-07,Referral,220,196,2,1178.1
2025-04-30,Paid Shopping,220,184,8,4424.08
2025-08-14,Affiliates,220,214,0,0.0
2025-10-08,Affiliates,220,214,1,359.2
2025-03-07,Affiliates,219,206,0,0.0
2025-05-02,Referral,219,191,6,4499.13
2025-06-02,Referral,219,184,3,765.63
2025-07-06,Affiliates,219,209,0,0.0
2025-10-17,Organic Shopping,219,210,2,138.5
2025-04-11,Referral,218,198,2,1608.3400000000001
2025-05-22,Organic Shopping,218,197,23,13433.38
2025-09-25,Referral,218,192,2,1326.8
2025-05-21,Referral,217,178,1,298.74
2025-10-22,Affiliates,217,210,3,1604.142663
2025-01-30,Email,216,179,7,2882.33
2025-03-01,Paid Shopping,216,204,2,231.44
2025-03-27,Paid Shopping,216,178,2,1772.1399999999999
2025-10-18,Referral,216,201,1,449.0
2025-01-21,Email,215,180,4,748.76
2025-08-01,SMS,215,159,3,766.7199999999999
2025-04-22,Referral,214,183,3,1573.7700000000002
2025-08-27,Paid Shopping,214,202,3,2351.2
2025-09-04,SMS,214,175,1,575.0
2025-03-30,Affiliates,213,200,2,706.14
2025-04-18,Referral,213,190,3,1630.99
2025-05-26,Organic Shopping,213,197,48,25873.059999999998
2025-07-30,Affiliates,213,200,2,732.36
2025-03-21,Affiliates,212,207,3,2069.99
2025-08-21,Paid Shopping,212,184,0,0.0
2025-08-29,Paid Shopping,212,196,2,1469.15
2025-05-08,Referral,211,176,4,2544.28
2025-05-27,Organic Shopping,211,184,24,13136.68
2025-09-13,Referral,210,190,0,0.0
2025-09-20,Referral,210,197,1,387.641738
2025-10-03,Organic Shopping,210,199,0,0.0
2025-11-10,Organic Shopping,210,198,0,0.0
2025-02-11,SMS,209,160,1,597.06
2025-03-29,Affiliates,209,196,3,2082.61
2025-11-05,Affiliates,209,204,0,0.0
2025-03-14,Email,208,178,2,547.87
2025-06-30,Affiliates,208,192,3,1227.8000000000002
2025-08-17,Affiliates,208,190,7,2264.303137
2025-03-17,Affiliates,207,199,2,726.63
2025-04-23,Referral,207,183,1,1246.73
2025-05-04,Referral,207,185,10,4381.78
2025-06-05,Affiliates,207,190,2,1220.85
2025-10-16,Affiliates,207,197,1,404.1
2025-06-04,Organic Shopping,206,187,13,5332.349999999999
2025-10-30,Affiliates,206,200,1,296.65
2025-05-16,Affiliates,205,197,1,751.43
2025-08-21,Affiliates,205,194,1,296.65
2025-09-15,Affiliates,205,197,0,0.0
2025-09-24,Affiliates,205,203,0,0.0
2025-03-05,Paid Shopping,204,197,0,0.0
2025-05-10,Paid Shopping,204,169,6,4342.68
2025-11-02,Paid Shopping,203,193,1,1294.7
2025-11-13,Organic Shopping,203,183,5,3894.655697
2025-03-19,Affiliates,202,190,1,385.86
2025-05-06,Organic Shopping,202,180,13,5875.150000000001
2025-05-31,SMS,202,157,7,5924.609999999999
2025-06-24,Affiliates,202,193,1,413.89
2025-10-11,Referral,202,166,2,1659.534928
2025-02-12,Paid Shopping,201,193,1,1434.42
2025-03-20,SMS,201,168,6,185.68
2025-06-06,Affiliates,201,186,0,0.0
2025-07-30,SMS,201,163,6,3182.98
2025-08-26,Affiliates,201,183,1,323.45
2025-04-27,Referral,200,175,3,1136.38
2025-06-03,Referral,200,174,1,606.87
2025-03-10,Organic Shopping,199,192,8,1983.4799999999998
2025-04-21,Referral,199,173,2,1704.6599999999999
2025-05-14,Referral,199,181,1,697.3
2025-09-25,Affiliates,199,199,0,0.0
2025-09-30,Affiliates,199,197,0,0.0
2025-03-24,Organic Shopping,198,184,9,3229.33
2025-08-24,Paid Shopping,198,179,6,6344.43
2025-11-07,Paid Shopping,198,182,4,3098.2999999999997
2025-03-06,Organic Shopping,197,182,2,1580.01
2025-03-07,Paid Shopping,197,183,1,898.48
2025-04-05,Email,197,169,3,175.73000000000002
2025-07-08,Affiliates,197,185,1,373.92
2025-07-23,SMS,197,162,7,2607.93
2025-09-06,Paid Shopping,197,187,1,629.1
2025-09-26,Referral,197,181,3,4159.0
2025-11-12,SMS,197,176,1,43.4
2025-04-04,Referral,196,174,1,988.98
2025-09-04,Affiliates,196,189,0,0.0
2025-11-12,Organic Shopping,196,179,2,943.15
2025-04-30,Referral,195,161,8,6569.18
2025-08-12,Paid Shopping,195,171,2,611.0999999999999
2025-09-09,Affiliates,195,191,2,414.79999999999995
2025-11-09,Organic Shopping,195,182,0,0.0
2025-02-13,Paid Shopping,194,189,2,7952.17
2025-08-19,Paid Shopping,194,170,2,2830.44
2025-06-05,Referral,193,169,0,0.0
2025-10-30,SMS,193,162,2,1236.0
2025-03-08,Paid Shopping,192,181,3,330.49
2025-07-07,Affiliates,192,179,2,419.39
2025-11-06,Paid Shopping,192,180,2,192.25
2025-03-02,Paid Shopping,191,185,3,207.38
2025-04-19,SMS,191,157,6,416.03000000000003
2025-04-23,Paid Shopping,191,170,2,1045.18
2025-05-19,Referral,191,168,3,2110.37
2025-05-24,Organic Shopping,191,178,18,8026.110000000001
2025-06-19,Affiliates,191,183,2,849.97
2025-09-05,Paid Shopping,191,171,2,2083.0
2025-03-24,Paid Shopping,190,138,1,369.94
2025-03-31,Paid Shopping,190,156,1,1869.8
2025-04-05,SMS,190,160,4,2365.34
2025-06-09,Referral,190,160,3,1789.89
2025-11-04,Affiliates,190,180,0,0.0
2025-04-12,Email,189,151,3,280.28000000000003
2025-06-12,Affiliates,189,174,1,361.62
2025-08-25,Paid Shopping,189,164,2,652.55
2025-09-02,Organic Shopping,189,166,7,3512.2000000000003
2025-10-13,Affiliates,189,187,2,605.632966
2025-11-06,Affiliates,189,182,3,1263.1
2025-02-18,Paid Shopping,188,183,2,2181.6
2025-03-26,Organic Shopping,188,179,5,2490.63
2025-05-14,Organic Shopping,188,173,11,4822.379999999999
2025-06-10,Referral,188,159,2,847.28
2025-06-20,Affiliates,188,172,2,1013.84
2025-06-08,Organic Shopping,187,172,27,11785.409999999996
2025-06-10,SMS,187,143,7,3521.4500000000003
2025-07-23,Affiliates,187,179,2,702.5799999999999
2025-08-13,Paid Shopping,187,158,3,2110.26
2025-02-20,Email,186,162,2,417.76
2025-03-27,Organic Shopping,186,170,8,3138.3500000000004
2025-05-29,Referral,186,157,2,736.38
